Date,Open,High,Low,Close,Adj Close,Volume
2024-07-26,65771.8125,68207.6015625,65743.765625,67912.0625,67912.0625,30488630457
2024-07-27,67911.8125,69398.5078125,66705.21875,67813.3359375,67813.3359375,34691905492
2024-07-28,67808.65625,68301.8515625,67085.828125,68255.8671875,68255.8671875,18043166945
2024-07-29,68259.0546875,69987.5390625,66532.59375,66819.9140625,66819.9140625,40780682628
2024-07-30,66819.0546875,66987.671875,65323.19140625,66201.015625,66201.015625,31380492109
2024-07-31,66201.2734375,66810.2109375,64532.046875,64619.25,64619.25,31292785994
2024-08-01,64625.83984375,65593.2421875,62248.94140625,65357.5,65357.5,40975554494
2024-08-02,65353.5,65523.22265625,61184.89453125,61415.06640625,61415.06640625,43060875727
2024-08-03,61414.80859375,62148.37109375,59836.52734375,60680.09375,60680.09375,31753030589
2024-08-04,60676.09375,61062.98828125,57210.8046875,58116.9765625,58116.9765625,31758917219
2024-08-05,58110.296875,58268.828125,49121.23828125,53991.45703125,53991.45703125,108991085584
2024-08-06,53991.34765625,57059.91796875,53973.2734375,56034.31640625,56034.31640625,49300484106
2024-08-07,56040.6328125,57726.8828125,54620.5078125,55027.4609375,55027.4609375,41637562185
2024-08-08,55030.02734375,62673.765625,54766.7265625,61710.13671875,61710.13671875,45298472567
2024-08-09,61728.20703125,61751.86328125,59587.859375,60880.11328125,60880.11328125,33425553115
2024-08-10,60881.23046875,61464.51171875,60287.56640625,60945.8125,60945.8125,15745822278
